ユーザID,日付,カテゴリ,単価,数量,金額,支払区分,店舗場所,収支
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-08,Shopping,1935.18,8,15481.44,Mobile Payment,香川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-23,Entertainment,409.19,3,1227.57,Credit Card,鹿児島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-23,Utilities,3351.16,6,20106.96,Credit Card,石川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-22,Rent,2644.6,7,18512.2,Credit Card,佐賀県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-24,Travel,3396.19,9,30565.71,Mobile Payment,奈良県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-29,Investment,6280.44,1,6280.44,Mobile Payment,宮城県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-18,Investment,5151.08,7,36057.56,Mobile Payment,その他,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-07,Food & Drink,16.35,7,114.45,Other,奈良県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-20,Travel,3812.69,5,19063.45,Mobile Payment,大阪府,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-12,Food & Drink,211.34,4,845.36,Other,三重県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-13,Investment,5882.18,2,11764.36,Other,沖縄県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-01,Health & Fitness,1416.59,3,4249.77,Mobile Payment,富山県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-01,Rent,1211.66,2,2423.32,Cash,奈良県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-16,Shopping,994.69,9,8952.21,Mobile Payment,埼玉県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-09,Shopping,1092.28,6,6553.68,Other,岩手県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-19,Utilities,2924.94,5,14624.7,Credit Card,千葉県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-14,Rent,1966.97,1,1966.97,Cash,奈良県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-16,Shopping,7.41,6,44.46,Other,オンライン,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-12,Food & Drink,461.76,1,461.76,Mobile Payment,兵庫県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-14,Rent,2970.99,6,17825.94,Cash,埼玉県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-07,Rent,2535.54,2,5071.08,Cash,和歌山県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-21,Shopping,1935.42,10,19354.2,Mobile Payment,滋賀県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-19,Investment,4120.99,1,4120.99,Credit Card,鹿児島県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-22,Travel,1022.81,2,2045.62,Other,沖縄県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-31,Utilities,3307.0,10,33070.0,Cash,長崎県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-22,Health & Fitness,119.68,8,957.44,Other,宮崎県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-29,Investment,2649.09,6,15894.54,Cash,島根県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-02,Entertainment,338.87,8,2710.96,Credit Card,沖縄県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-29,Rent,2931.06,9,26379.54,Mobile Payment,沖縄県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-27,Food & Drink,136.15,4,544.6,Mobile Payment,静岡県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-12,Travel,4143.2,7,29002.4,Other,山形県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-11,Entertainment,50.64,7,354.48,Mobile Payment,愛媛県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-01,Entertainment,278.71,4,1114.84,Other,静岡県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-18,Shopping,1421.17,3,4263.51,Cash,愛知県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-26,Utilities,851.25,5,4256.25,Other,沖縄県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-12,Investment,4290.07,3,12870.21,Other,長野県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-18,Utilities,2632.73,7,18429.11,Cash,宮崎県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-30,Investment,2825.28,5,14126.4,Other,鹿児島県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-30,Food & Drink,388.17,3,1164.51,Other,山口県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-10,Health & Fitness,278.99,5,1394.95,Credit Card,鳥取県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-16,Rent,1420.46,6,8522.76,Cash,岩手県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-24,Investment,1391.21,5,6956.05,Credit Card,和歌山県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-29,Investment,4206.36,7,29444.52,Credit Card,島根県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-14,Travel,2590.58,10,25905.8,Cash,岐阜県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-24,Investment,7707.44,9,69366.96,Cash,和歌山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-14,Health & Fitness,774.51,10,7745.1,Mobile Payment,大阪府,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-06,Investment,9885.4,5,49427.0,Credit Card,長崎県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-06,Investment,5099.21,9,45892.89,Mobile Payment,栃木県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-07,Utilities,1008.08,8,8064.64,Other,徳島県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-30,Utilities,3334.41,8,26675.28,Other,愛媛県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-10,Health & Fitness,1832.49,9,16492.41,Credit Card,岡山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-14,Food & Drink,427.5,3,1282.5,Credit Card,福井県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-03,Health & Fitness,1415.82,8,11326.56,Other,東京都,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-21,Health & Fitness,1857.37,4,7429.48,Credit Card,山梨県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-04,Travel,2181.13,3,6543.39,Other,群馬県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-22,Travel,4463.94,1,4463.94,Mobile Payment,島根県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-20,Utilities,1859.95,4,7439.8,Credit Card,鳥取県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-24,Travel,2857.83,9,25720.47,Credit Card,岡山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-24,Investment,5075.94,2,10151.88,Mobile Payment,東京都,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-24,Entertainment,247.45,10,2474.5,Credit Card,長崎県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-01,Entertainment,60.45,6,362.7,Mobile Payment,東京都,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-27,Rent,1848.28,3,5544.84,Other,山梨県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-16,Investment,9615.71,4,38462.84,Mobile Payment,鳥取県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-14,Rent,2252.49,7,15767.43,Mobile Payment,島根県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-21,Shopping,1519.5,10,15195.0,Other,広島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-04,Travel,4708.18,6,28249.08,Credit Card,広島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-15,Food & Drink,204.44,3,613.32,Mobile Payment,鳥取県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-08,Food & Drink,50.73,7,355.11,Cash,和歌山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-24,Health & Fitness,428.81,8,3430.48,Mobile Payment,神奈川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-02,Rent,2144.29,2,4288.58,Mobile Payment,広島県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-20,Rent,1267.67,7,8873.69,Other,熊本県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-07,Investment,4541.08,2,9082.16,Credit Card,島根県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-15,Health & Fitness,416.64,3,1249.92,Mobile Payment,オンライン,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-26,Utilities,2181.23,5,10906.15,Mobile Payment,秋田県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-04,Investment,8990.96,6,53945.76,Cash,広島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-15,Rent,2994.26,3,8982.78,Other,福岡県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-27,Shopping,828.11,4,3312.44,Cash,岐阜県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-19,Investment,243.75,5,1218.75,Credit Card,宮崎県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-05,Travel,3147.21,2,6294.42,Cash,山口県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-20,Utilities,4597.02,5,22985.1,Cash,兵庫県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-13,Health & Fitness,1265.65,9,11390.85,Cash,石川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-29,Shopping,905.14,3,2715.42,Cash,福岡県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-22,Investment,263.36,9,2370.24,Mobile Payment,愛媛県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-24,Food & Drink,61.06,4,244.24,Cash,長野県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-20,Health & Fitness,29.34,8,234.72,Cash,東京都,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-27,Rent,2960.96,10,29609.6,Credit Card,石川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-21,Utilities,3945.13,10,39451.3,Credit Card,佐賀県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-20,Entertainment,186.61,4,746.44,Credit Card,埼玉県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-14,Food & Drink,263.49,8,2107.92,Mobile Payment,北海道,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-26,Food & Drink,143.39,8,1147.12,Cash,岡山県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-19,Health & Fitness,1182.51,2,2365.02,Cash,北海道,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-22,Health & Fitness,1593.82,3,4781.46,Cash,奈良県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-16,Shopping,185.25,8,1482.0,Credit Card,広島県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-08,Travel,3036.14,6,18216.84,Mobile Payment,京都府,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-19,Utilities,2690.3,9,24212.7,Credit Card,群馬県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-04,Shopping,941.31,4,3765.24,Other,オンライン,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-06,Entertainment,156.9,4,627.6,Other,沖縄県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-15,Shopping,1695.65,7,11869.55,Other,オンライン,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-09,Health & Fitness,902.56,8,7220.48,Credit Card,その他,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-06,Investment,556.99,3,1670.97,Cash,茨城県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-25,Travel,2559.77,2,5119.54,Mobile Payment,徳島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-11,Utilities,1550.6,7,10854.2,Other,宮城県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-07,Entertainment,457.38,9,4116.42,Cash,兵庫県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-09,Shopping,598.12,5,2990.6,Cash,新潟県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-12,Investment,5232.59,3,15697.77,Credit Card,山梨県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-09,Utilities,3985.73,4,15942.92,Cash,鳥取県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-14,Travel,840.68,9,7566.12,Credit Card,東京都,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-07,Health & Fitness,1684.45,9,15160.05,Other,富山県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-28,Shopping,707.44,6,4244.64,Credit Card,富山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-31,Utilities,4001.4,6,24008.4,Credit Card,兵庫県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-29,Investment,283.3,2,566.6,Credit Card,香川県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-23,Rent,1277.91,1,1277.91,Credit Card,その他,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-08,Investment,2346.31,4,9385.24,Mobile Payment,千葉県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-16,Utilities,1479.4,10,14794.0,Mobile Payment,千葉県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-11,Rent,1922.2,5,9611.0,Mobile Payment,その他,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-05,Shopping,1211.71,9,10905.39,Credit Card,佐賀県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-13,Food & Drink,303.24,8,2425.92,Mobile Payment,長崎県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-22,Entertainment,129.59,2,259.18,Mobile Payment,その他,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-01,Entertainment,374.52,7,2621.64,Other,京都府,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-10,Utilities,451.32,7,3159.24,Credit Card,秋田県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-12,Shopping,1114.92,4,4459.68,Credit Card,宮城県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-03,Food & Drink,400.76,6,2404.56,Cash,栃木県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-31,Health & Fitness,1913.1,5,9565.5,Other,三重県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-10,Entertainment,118.61,7,830.27,Credit Card,大分県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-07,Rent,2271.36,5,11356.8,Mobile Payment,山口県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-30,Rent,2909.39,7,20365.73,Other,栃木県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-22,Food & Drink,286.19,8,2289.52,Cash,岩手県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-18,Travel,3732.81,7,26129.67,Credit Card,栃木県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-01,Food & Drink,450.91,6,2705.46,Mobile Payment,福岡県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-30,Health & Fitness,141.62,9,1274.58,Other,秋田県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-09,Utilities,4996.43,6,29978.58,Mobile Payment,奈良県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-13,Health & Fitness,474.57,7,3321.99,Cash,北海道,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-03,Investment,6421.86,9,57796.74,Cash,奈良県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-04,Health & Fitness,325.37,10,3253.7,Cash,群馬県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-11,Entertainment,327.41,2,654.82,Credit Card,佐賀県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-09,Rent,1202.62,3,3607.86,Cash,長野県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-20,Entertainment,31.08,8,248.64,Cash,熊本県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-07,Utilities,1211.29,6,7267.74,Mobile Payment,青森県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-22,Investment,8340.44,8,66723.52,Other,京都府,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-02,Health & Fitness,1166.84,2,2333.68,Cash,その他,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-18,Investment,6131.02,7,42917.14,Credit Card,石川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-04,Health & Fitness,1534.97,1,1534.97,Cash,佐賀県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-04,Rent,1009.73,3,3029.19,Mobile Payment,静岡県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-20,Utilities,74.46,7,521.22,Cash,岡山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-27,Utilities,1801.78,3,5405.34,Mobile Payment,福井県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-29,Utilities,893.76,4,3575.04,Mobile Payment,長野県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-12,Entertainment,228.07,8,1824.56,Cash,秋田県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-07,Entertainment,320.52,10,3205.2,Credit Card,佐賀県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-01,Investment,6402.45,7,44817.15,Credit Card,愛知県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-14,Rent,2453.85,10,24538.5,Credit Card,鹿児島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-30,Entertainment,170.77,8,1366.16,Mobile Payment,神奈川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-26,Food & Drink,272.88,2,545.76,Credit Card,愛知県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-16,Investment,3570.15,5,17850.75,Cash,愛知県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-26,Utilities,256.4,10,2564.0,Mobile Payment,福岡県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-18,Health & Fitness,772.7,10,7727.0,Other,栃木県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-02,Entertainment,420.88,4,1683.52,Cash,石川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-10,Shopping,523.53,4,2094.12,Cash,愛知県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-02,Travel,2388.9,6,14333.4,Other,岩手県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-13,Entertainment,317.7,7,2223.9,Cash,広島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-12,Travel,3690.83,3,11072.49,Other,長野県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-11,Food & Drink,479.54,5,2397.7,Mobile Payment,愛知県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-05,Utilities,3798.87,9,34189.83,Other,長崎県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-29,Shopping,840.51,7,5883.57,Mobile Payment,香川県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-04,Utilities,4318.02,4,17272.08,Credit Card,東京都,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-29,Health & Fitness,1151.09,3,3453.27,Other,オンライン,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-18,Utilities,4108.41,8,32867.28,Other,福島県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-31,Utilities,4578.39,2,9156.78,Mobile Payment,福岡県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-11,Shopping,717.49,8,5739.92,Credit Card,佐賀県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-05,Travel,4125.73,9,37131.57,Cash,秋田県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-09,Rent,2106.05,10,21060.5,Credit Card,佐賀県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-09-27,Food & Drink,321.83,4,1287.32,Credit Card,千葉県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-10,Shopping,393.31,10,3933.1,Cash,島根県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-19,Entertainment,330.4,6,1982.4,Credit Card,東京都,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-30,Food & Drink,80.57,7,563.99,Mobile Payment,長崎県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-08-27,Travel,900.3,10,9003.0,Other,岡山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-12,Shopping,877.86,5,4389.3,Mobile Payment,徳島県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-05,Utilities,2518.22,1,2518.22,Cash,青森県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-16,Travel,1653.27,1,1653.27,Mobile Payment,長野県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-01,Food & Drink,88.97,5,444.85,Credit Card,兵庫県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-10-10,Food & Drink,467.3,4,1869.2,Other,その他,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-19,Utilities,3397.74,5,16988.7,Cash,富山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-23,Health & Fitness,1213.79,6,7282.74,Credit Card,静岡県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-02,Health & Fitness,1445.72,6,8674.32,Mobile Payment,北海道,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-04,Travel,411.1,5,2055.5,Cash,福井県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-17,Entertainment,267.94,3,803.82,Cash,愛媛県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-14,Health & Fitness,1858.93,2,3717.86,Mobile Payment,岡山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-31,Food & Drink,54.27,1,54.27,Credit Card,茨城県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-07-05,Shopping,856.15,4,3424.6,Other,秋田県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-25,Utilities,2285.84,7,16000.88,Cash,三重県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-01-02,Health & Fitness,770.94,9,6938.46,Credit Card,山口県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-23,Shopping,1626.81,10,16268.1,Cash,栃木県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-21,Investment,8206.57,1,8206.57,Cash,岡山県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-21,Shopping,1165.94,1,1165.94,Other,和歌山県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-07,Shopping,1178.05,5,5890.25,Cash,滋賀県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-12,Investment,5710.21,4,22840.84,Mobile Payment,徳島県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-09,Investment,1299.35,10,12993.5,Credit Card,福島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-24,Food & Drink,83.52,4,334.08,Cash,福岡県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-15,Entertainment,208.11,7,1456.77,Cash,石川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-08,Travel,1166.02,5,5830.1,Credit Card,香川県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-23,Travel,3912.86,6,23477.16,Cash,福島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-29,Health & Fitness,401.94,3,1205.82,Credit Card,長崎県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-15,Food & Drink,325.7,5,1628.5,Cash,群馬県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-12,Shopping,996.44,10,9964.4,Mobile Payment,宮城県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-18,Travel,1244.3,1,1244.3,Mobile Payment,その他,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-04-04,Shopping,65.03,10,650.3,Cash,長崎県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-13,Travel,3449.68,2,6899.36,Cash,新潟県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-11-23,Health & Fitness,725.96,10,7259.6,Other,岩手県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-29,Health & Fitness,1436.51,6,8619.06,Cash,宮崎県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-02,Investment,6315.9,1,6315.9,Other,沖縄県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-12-09,Shopping,1744.78,3,5234.34,Cash,大阪府,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-22,Shopping,1040.87,7,7286.09,Cash,群馬県,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-02-07,Investment,4556.97,7,31898.79,Cash,長崎県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-06,Food & Drink,368.47,9,3316.23,Mobile Payment,オンライン,Expense
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-06-11,Food & Drink,455.33,10,4553.3,Mobile Payment,福島県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-05-05,Investment,1583.99,5,7919.95,Other,山口県,Income
3bea64a0-9389-416d-819f-5a40f9c19fe2,2024-03-15,Entertainment,483.47,6,2900.82,Mobile Payment,島根県,Expense
