USERID,Date,Transaction Description,Category,Amount,Type
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-28,Among black picture that treat.,Salary,8682.76,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-27,Remember carry.,Salary,2972.88,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-18,Medical buy series walk large.,Rent,293.02,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-23,Left available.,Other,91.91,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-06,Thing physical might.,Food & Drink,1954.38,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-15,Bit need allow.,Investment,254.76,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-24,Little result paper seven.,Utilities,365.26,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-07,Wear use edge this draw.,Utilities,490.09,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-31,Material produce station visit environmental.,Shopping,2224.56,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-26,Nearly care base.,Salary,14.33,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-18,Item yet ever quite.,Investment,2113.76,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-12,Listen ok point so.,Health & Fitness,1834.16,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-12,Detail data tell.,Other,1029.56,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-11,Fish either boy between collection.,Salary,1172.09,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-30,Skill successful and.,Rent,2113.94,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-02,Nation little east everyone.,Utilities,7965.77,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-31,Tell soon executive.,Salary,1358.94,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-22,Decision where foreign trial.,Utilities,98.49,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-12,Born same usually.,Entertainment,296.96,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-21,Water yourself trade someone.,Investment,4891.65,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-25,A let.,Other,6620.1,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-14,Bit need allow.,Travel,8442.63,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-19,However style.,Salary,2380.62,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-11,Doctor news yourself.,Rent,469.23,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-22,Require remain save.,Rent,2751.15,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-30,Board notice later thus.,Food & Drink,4976.11,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-12,Thousand live land hard.,Investment,2903.43,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-16,Open million house enough.,Investment,2926.4,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-29,Recognize media goal.,Travel,387.38,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-15,Notice street anything.,Rent,723.98,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-11,Say unit four institution.,Utilities,1484.42,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-14,Important source first him.,Entertainment,4852.85,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-30,Fish either boy between collection.,Health & Fitness,487.79,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-15,Management necessary process not.,Utilities,1223.67,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-14,Detail data tell.,Investment,119.2,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-27,Quite as when.,Rent,4896.68,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-28,Discussion detail training fund.,Shopping,1079.58,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-13,Else pull its adult house.,Entertainment,4645.85,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-26,True culture.,Shopping,2597.37,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-15,Notice make.,Other,2509.14,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-10,Little happy final population.,Salary,1570.87,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-06,Success teach mrs beat.,Health & Fitness,3406.73,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-25,Material less focus hear.,Food & Drink,830.24,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-22,A value lot.,Health & Fitness,3787.19,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-10,True culture.,Other,8992.4,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-11,Draw change agree someone.,Rent,3999.75,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-30,Research visit program suddenly doctor.,Salary,347.91,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-24,Water yourself trade someone.,Salary,255.2,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-12,Else pull its adult house.,Entertainment,4400.12,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-16,Project spring of.,Food & Drink,1585.75,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-07,Course staff personal space.,Food & Drink,16.0,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-16,Mother first hot free.,Salary,1705.52,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-31,Quite as when.,Food & Drink,265.9,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-05,Story case.,Salary,4398.16,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-04,Why though decide bank likely.,Salary,119.23,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-21,Concern should recent across.,Salary,262.57,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-24,True culture.,Investment,11.78,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-22,Somebody prepare few sound.,Other,1965.49,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-05,Information though red.,Other,1406.75,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-10,Notice make.,Shopping,407.58,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-23,National free.,Entertainment,424.06,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-10,Push east never size fight.,Investment,887.59,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-20,Already free.,Rent,1373.75,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-02,Five store ask data.,Other,1740.68,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-19,Space beyond.,Entertainment,86.61,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-16,Beat light the window.,Food & Drink,8286.83,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-24,However style.,Utilities,199.43,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-18,Because career course.,Entertainment,192.96,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-31,Gas teacher national weight all.,Salary,1622.08,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-10,Very figure drive special.,Health & Fitness,7403.4,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-22,Own test too imagine.,Salary,703.79,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-08,Boy college mrs.,Shopping,3788.36,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-13,Hope floor include.,Salary,543.41,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-14,Tell brother defense list second.,Utilities,566.34,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-12,Course technology site.,Other,218.7,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-01,Board notice later thus.,Other,555.6,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-08,Piece require.,Investment,1840.43,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-29,Big argue.,Travel,196.95,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-10,Somebody prepare few sound.,Food & Drink,437.79,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-23,Child ball store process.,Travel,694.57,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-25,Likely great paper.,Entertainment,353.66,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-29,Why though decide bank likely.,Other,9016.23,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-09,Sometimes while sense window.,Food & Drink,6087.41,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-16,State none production defense your.,Salary,223.34,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-09,Difference way type positive phone.,Entertainment,2463.22,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-19,Push east never size fight.,Travel,5719.07,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-04,No couple debate must.,Food & Drink,7610.91,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-04,View know develop after.,Travel,9576.13,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-31,Peace wind guess.,Health & Fitness,11.94,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-13,Effort drive side human.,Health & Fitness,60.24,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-22,Relationship your your.,Food & Drink,1087.64,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-07,Reach step son.,Rent,328.98,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-27,National free.,Food & Drink,644.46,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-31,Material produce station visit environmental.,Other,5117.58,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-07,Stop unit might job close.,Entertainment,3865.03,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-20,Somebody prepare few sound.,Health & Fitness,252.57,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-24,Leader both rest challenge.,Entertainment,163.75,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-12,Finish without.,Rent,276.35,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-11,Country approach.,Travel,6369.09,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-22,Draw change agree someone.,Salary,139.39,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-14,Short for late education.,Other,6418.52,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-28,Eat tonight run leader.,Travel,981.47,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-28,Paper beyond indeed.,Rent,1623.23,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-18,Dinner no main year size.,Salary,2524.2,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-14,Arrive which consider.,Shopping,214.53,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-19,Require remain save.,Entertainment,2975.32,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-27,Tv budget system book.,Entertainment,863.31,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-05,Ten skin perhaps.,Food & Drink,2823.54,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-30,Magazine yard instead town.,Investment,107.65,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-09-28,No couple debate must.,Investment,1533.59,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-12,Water yourself trade someone.,Rent,726.71,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-03,Leg drive second she.,Shopping,1912.79,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-11,Someone religious night buy nice.,Other,764.94,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-20,Success teach mrs beat.,Shopping,62.19,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-29,Despite energy company.,Travel,474.92,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-06,Some court her.,Entertainment,1211.81,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-30,Doctor population grow bar.,Investment,171.95,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-01-04,Expert commercial entire resource.,Travel,91.63,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-03,Participant above.,Food & Drink,3527.44,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-07,Like clear.,Salary,291.16,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-11-21,Land day name small.,Food & Drink,276.05,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-03,Future congress.,Other,5744.44,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-08,Project at risk.,Other,1740.77,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-16,Break time manager kid.,Travel,4076.91,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-21,Stop unit might job close.,Entertainment,257.97,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-06-25,Artist sort area.,Other,330.35,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-17,Some court her.,Food & Drink,486.52,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-10,Television argue mouth.,Food & Drink,17.8,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-17,No couple debate must.,Food & Drink,7414.57,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-07-18,Within woman.,Utilities,138.0,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-21,Space moment travel these least.,Investment,32.33,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-03-15,Woman whose already.,Utilities,461.05,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-04,Child group describe.,Other,284.66,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-26,Picture evidence.,Investment,2772.66,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-16,Serious reveal left social fine.,Health & Fitness,406.45,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-05-13,Agreement someone.,Utilities,2321.25,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-10-23,Able customer figure.,Entertainment,4148.76,Expense
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-08-07,Recently again explain court.,Food & Drink,1084.34,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-04-26,Occur live take media hot.,Other,2337.6,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-12-20,Data exist.,Entertainment,2794.71,Income
936e0e77-a55b-450e-8bea-26a0dd0e0618,2024-02-06,Occur live take media hot.,Shopping,1309.71,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-20,Pass quite third ability interview.,Entertainment,209.67,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-18,Agreement central six instead.,Shopping,2628.24,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-15,Eat tonight run leader.,Food & Drink,2562.47,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-28,Guess service this different.,Health & Fitness,51.01,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-27,High issue deal democratic.,Other,341.85,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-03,Doctor population grow bar.,Travel,266.65,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-05,And student give score agree.,Utilities,357.89,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-21,Course staff personal space.,Rent,6899.95,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-21,A let.,Salary,8276.31,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-24,Teacher decide possible.,Other,5459.74,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-04,Dog late eat.,Health & Fitness,163.07,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-07,World site mr interest treatment.,Travel,263.36,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-29,Clear single expect.,Investment,485.13,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-08,Onto worry help hope.,Health & Fitness,751.95,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-26,Professor important do house must.,Travel,385.1,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-20,Play woman remain event.,Travel,248.99,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-17,Employee become happy water bring.,Travel,578.43,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-14,Course staff personal space.,Travel,3514.45,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-09,Goal once let perform international.,Health & Fitness,131.57,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-28,Detail data tell.,Entertainment,6781.04,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-04,Big argue.,Health & Fitness,93.4,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-20,Notice street anything.,Salary,803.87,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-29,Need finally when.,Other,3623.28,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-09,Remain seven marriage.,Travel,1225.73,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-11,Need finally when.,Rent,882.32,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-28,Right know during someone.,Shopping,2879.85,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-21,Control piece behavior message wind.,Travel,1198.64,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-27,Important source first him.,Entertainment,4895.95,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-09,Skill successful and.,Rent,548.3,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-15,Leg drive second she.,Health & Fitness,8799.18,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-29,Water yourself trade someone.,Shopping,208.6,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-04,With yes nothing.,Entertainment,339.48,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-19,Skill successful and.,Food & Drink,2806.88,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-12,Doctor fine be.,Health & Fitness,499.83,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-17,Take family chance.,Health & Fitness,175.69,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-04,Wide shoulder according strong.,Health & Fitness,253.3,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-26,Decision three trouble.,Entertainment,8809.18,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-30,New type pm.,Food & Drink,4661.24,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-05,A let.,Travel,2238.21,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-23,Within woman.,Investment,1892.22,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-07,Compare system white magazine after.,Entertainment,2404.72,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-20,As personal agreement.,Other,1338.38,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-21,Concern should recent across.,Entertainment,4766.33,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-17,Wide cut player wind.,Investment,73.56,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-28,Positive free case.,Other,5036.69,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-27,Western tend candidate day.,Other,7331.32,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-17,Future congress.,Other,45.73,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-08,Provide car throughout american.,Entertainment,696.47,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-23,Smile ever bag single.,Travel,1044.74,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-20,Degree enter father of source.,Entertainment,3810.46,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-26,Play woman remain event.,Shopping,220.2,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-13,Space beyond.,Investment,3967.43,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-11,As personal agreement.,Shopping,4429.72,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-17,Pretty least if.,Travel,670.73,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-21,Thing physical might.,Food & Drink,1589.36,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-14,Pressure activity defense detail.,Rent,1564.6,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-26,Fill thousand number.,Other,2802.52,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-28,Sell only manage.,Other,932.19,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-01,Play woman remain event.,Health & Fitness,486.63,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-28,Television argue mouth.,Shopping,4982.65,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-30,Quite as when.,Food & Drink,298.33,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-17,High issue deal democratic.,Shopping,1048.43,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-02,Stop unit might job close.,Rent,2228.49,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-23,With young think there assume.,Investment,6272.65,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-26,Hear officer.,Shopping,4923.02,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-11,Seven project chance road.,Food & Drink,3292.75,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-30,Yeah exist behavior necessary miss.,Entertainment,1508.57,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-23,Believe recognize analysis those citizen.,Health & Fitness,9620.12,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-06,As personal agreement.,Salary,482.59,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-07,Stop unit might job close.,Utilities,23.45,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-28,Five store ask data.,Food & Drink,105.72,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-29,Occur live take media hot.,Travel,2745.14,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-05,Occur live take media hot.,Other,4974.63,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-10,Western tend candidate day.,Food & Drink,3066.92,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-18,Detail data tell.,Investment,1546.79,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-16,Military onto blue activity.,Other,2991.12,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-14,Assume campaign assume.,Food & Drink,213.23,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-05,Land day name small.,Food & Drink,9096.86,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-26,Success teach mrs beat.,Other,2108.91,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-18,National free.,Other,8853.81,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-22,Significant up still management.,Food & Drink,1174.68,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-14,Price certain down standard nice.,Investment,183.73,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-01,Right know during someone.,Food & Drink,1195.39,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-31,Discussion black follow.,Utilities,1028.51,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-10,Ago race quite hour.,Food & Drink,8104.98,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-22,Lose shoulder spring.,Entertainment,333.58,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-02,Participant above.,Utilities,8060.38,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-10-13,Table trade various risk art.,Utilities,6887.57,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-04-30,Pretty least if.,Investment,285.65,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-29,Occur live take media hot.,Entertainment,154.3,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-15,Wrong difficult.,Food & Drink,8188.37,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-09,Believe arrive.,Utilities,3711.43,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-13,Show recently decide last.,Shopping,3358.2,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-05-26,Bit need allow.,Shopping,7008.88,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-25,Ground city still.,Other,2255.98,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-01-12,Relationship your your.,Investment,391.36,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-19,Country little reality level.,Travel,110.37,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-12,Find job where.,Travel,308.24,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-04,Fear song save.,Entertainment,1265.84,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-08-04,Big argue.,Other,33.13,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-18,Sometimes while sense window.,Other,899.97,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-02-20,Seven project chance road.,Travel,87.21,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-26,Soon including important.,Entertainment,422.36,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-09-02,Cut yard knowledge.,Utilities,997.05,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-23,Leg drive second she.,Investment,3041.44,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-06-21,Training account evidence month.,Rent,336.86,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-07-14,White likely teacher one.,Utilities,374.75,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-12-27,Best generation group goal.,Utilities,1056.86,Income
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-03-28,Why though decide bank likely.,Shopping,2341.38,Expense
71cab15c-5b5e-4330-be7b-4c6b230950ca,2024-11-10,Article service produce political.,Salary,2659.51,Expense
